Id,MSSubClass,MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,2ndFlrSF,LowQualFinSF,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageFinish,GarageCars,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,GarageType_NoNull,GarageYrBlt_NoNull,MasVnrArea_NoNull,LotFrontage_capped,LotArea_capped,TotalBsmtSF_capped,GrLivArea_capped,GarageArea_capped,1stFlrSF_capped
308,50,RM,Pave,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,CBlock,TA,TA,No,TA,0,Unf,0,319,GasA,TA,Y,FuseA,371,0,0,0,1,0,3,1,Fa,6,Typ,0,None,NoGarage,0,NoGarage,NoGarage,N,0,144,0,0,0,0,3,2008,WD,Normal,89500,None,2005.0,0.0,,7920.0,319.0,1406.0,0.0,1035.0
309,30,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1940,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,TA,262,Unf,0,599,GasA,Ex,Y,SBrkr,0,0,0,0,1,0,1,1,TA,4,Typ,0,None,Unf,2,TA,TA,Y,158,0,0,0,0,0,3,2009,WD,Normal,82500,Detchd,1961.0,0.0,,12342.0,861.0,861.0,539.0,861.0
310,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,Ex,1274,Unf,0,622,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Ex,8,Typ,3,Ex,Fin,3,TA,TA,Y,208,175,0,0,0,0,11,2006,WD,Normal,360000,Attchd,2003.0,0.0,90.0,12378.0,1896.0,1944.0,708.0,1944.0
311,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1993,1994,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,Gd,518,Unf,0,179,GasA,Gd,Y,SBrkr,804,0,0,0,2,1,3,1,Gd,6,Typ,1,TA,Fin,2,TA,TA,Y,190,63,0,0,0,0,5,2006,WD,Normal,165600,Attchd,1993.0,112.0,,7685.0,697.0,1501.0,420.0,697.0
312,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,6,1948,2002,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,No,TA,680,Unf,0,292,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,2,1,TA,5,Typ,1,Gd,Unf,1,TA,TA,Y,0,0,0,0,0,0,5,2009,WD,Normal,132000,Detchd,1948.0,0.0,50.0,8000.0,972.0,972.0,240.0,972.0
313,190,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,2fmCon,1.5Fin,5,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,Mn,Gd,507,Unf,0,286,GasA,TA,Y,SBrkr,325,0,1,0,1,0,3,1,TA,5,Typ,1,Gd,Unf,2,TA,TA,Y,0,0,0,0,271,0,5,2006,WD,Normal,119900,Detchd,1939.0,0.0,65.0,7800.0,793.0,1118.0,410.0,793.0
314,20,RL,Pave,IR3,Low,AllPub,Inside,Sev,Timber,Norm,Norm,1Fam,1Story,7,5,1965,1965,Hip,CompShg,BrkFace,BrkFace,TA,TA,CBlock,Gd,TA,Gd,Gd,1236,Rec,820,80,GasW,TA,Y,SBrkr,0,0,2,0,2,0,3,1,TA,8,Typ,2,Gd,RFn,2,TA,TA,Y,0,0,0,0,0,0,6,2009,WD,Normal,375000,Attchd,1965.0,0.0,130.7618378042347,35469.990413139654,2136.0,2036.0,513.0,2036.0
315,70,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,7,1925,1990,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,BrkTil,TA,Gd,No,TA,16,Unf,0,712,GasA,Ex,Y,SBrkr,809,0,0,1,1,1,3,1,Ex,6,Typ,1,Gd,Unf,2,Fa,TA,Y,0,0,234,0,0,0,8,2006,WD,Normal,178000,Detchd,1925.0,0.0,60.0,9600.0,728.0,1641.0,546.0,832.0
316,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,425,Unf,0,291,GasA,Ex,Y,SBrkr,716,0,1,0,2,1,3,1,Gd,6,Typ,1,Gd,Fin,2,TA,TA,Y,100,51,0,0,0,0,7,2009,WD,Normal,188500,Attchd,2004.0,0.0,71.0,7795.0,716.0,1432.0,432.0,716.0
317,60,RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,2Story,7,7,1980,1980,Gable,CompShg,CemntBd,CmentBd,Gd,TA,CBlock,Gd,TA,No,Gd,692,Unf,0,153,GasA,TA,Y,SBrkr,1200,0,1,0,2,1,4,1,Ex,10,Typ,1,TA,RFn,2,TA,TA,Y,288,195,0,0,0,0,8,2009,WD,Normal,260000,Attchd,1983.0,278.0,94.0,13005.0,845.0,2353.0,484.0,1153.0
318,60,FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Gd,0,Unf,0,1088,GasA,Ex,Y,SBrkr,871,0,0,0,2,1,3,1,Gd,8,Typ,1,Gd,RFn,3,TA,TA,Y,208,46,0,0,0,0,12,2007,WD,Normal,270000,Attchd,2006.0,0.0,75.0,9000.0,1088.0,1959.0,1007.4922406197525,1088.0
319,60,RL,Pave,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,Gd,Gd,987,Unf,0,360,GasA,Ex,Y,SBrkr,1274,0,1,0,2,1,4,1,Gd,9,Typ,1,TA,RFn,3,TA,TA,Y,340,60,144,0,0,0,4,2009,WD,Normal,260000,Attchd,1993.0,256.0,90.0,9900.0,1347.0,2646.0,656.0,1372.0
320,80,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,5,1980,1980,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Av,Gd,1036,Unf,0,336,GasA,TA,Y,SBrkr,0,0,1,0,2,0,3,1,TA,6,Typ,2,TA,Unf,2,TA,TA,Y,233,48,0,0,0,0,6,2009,WD,Normal,187500,Attchd,1980.0,225.0,,14115.0,1372.0,1472.0,588.0,1472.0
321,60,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,Gd,Av,Ex,0,Unf,0,1249,GasA,Ex,Y,SBrkr,1347,0,0,0,3,1,4,1,Gd,9,Typ,0,None,RFn,3,TA,TA,Y,240,154,0,0,0,0,9,2006,New,Partial,342643,Attchd,2006.0,370.0,111.0,16259.0,1249.0,2596.0,840.0,1249.0
322,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Av,Ex,970,Unf,0,166,GasA,Ex,Y,SBrkr,1332,0,1,0,2,1,4,1,Gd,10,Typ,1,Gd,Fin,3,TA,TA,Y,184,154,0,0,0,0,6,2007,WD,Normal,354000,BuiltIn,2004.0,388.0,99.0,12099.0,1136.0,2468.0,872.0,1136.0
323,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,1986,1987,Gable,CompShg,Plywood,Plywood,Gd,TA,CBlock,TA,TA,Gd,TA,28,ALQ,1474,0,GasA,Ex,Y,SBrkr,1177,0,1,0,2,1,4,1,Gd,8,Typ,1,TA,Fin,2,TA,TA,Y,201,96,0,0,0,0,8,2007,WD,Normal,301000,Attchd,1987.0,172.0,86.0,10380.0,1502.0,2730.0,576.0,1553.0
324,20,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,3,8,1955,2005,Gable,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,TA,No,TA,256,Unf,0,906,GasA,Ex,Y,SBrkr,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,Unf,1,Fa,TA,Y,142,98,0,0,0,0,7,2006,WD,Normal,126175,Attchd,1955.0,0.0,49.0,5820.0,1162.0,1163.0,220.0,1163.0
325,80,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,PosN,Norm,1Fam,SLvl,7,7,1967,2007,Mansard,WdShake,Wd Sdng,Wd Sdng,Gd,Gd,CBlock,Gd,TA,No,Gd,0,Unf,0,710,GasA,Ex,Y,SBrkr,1080,0,0,0,2,1,5,1,Gd,11,Typ,1,Gd,Fin,2,TA,TA,Y,240,0,0,0,0,0,6,2010,WD,Normal,242000,BuiltIn,1961.0,300.0,96.0,11275.0,710.0,2829.1646571881433,564.0,1898.0
326,45,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,RRAe,Norm,1Fam,1.5Unf,5,6,1941,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,Av,TA,116,Unf,0,604,GasA,Po,N,FuseF,0,0,0,0,1,0,2,1,TA,5,Typ,0,None,Unf,2,TA,TA,Y,0,0,244,0,0,0,12,2007,WD,Normal,87000,Detchd,1941.0,0.0,50.0,5000.0,720.0,803.0,360.0,803.0
327,120,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1993,1993,Gable,CompShg,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,Gd,Gd,1619,Unf,0,100,GasA,Ex,Y,SBrkr,0,0,2,0,1,1,1,1,Gd,6,Typ,2,Gd,Fin,2,TA,TA,Y,122,30,0,0,0,0,5,2008,Con,Normal,324000,Attchd,1993.0,0.0,32.0,10846.0,1719.0,1719.0,473.0,1719.0
328,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,565,Unf,0,818,GasA,TA,Y,SBrkr,0,0,0,0,1,1,3,1,TA,7,Typ,0,None,RFn,1,TA,TA,Y,0,45,0,0,0,0,4,2006,WD,Normal,145250,Attchd,1960.0,175.0,80.0,11600.0,1383.0,1383.0,292.0,1383.0
329,75,RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,BrkSide,PosN,Norm,1Fam,2.5Unf,6,6,1916,1994,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,BrkTil,TA,TA,No,TA,0,Unf,0,844,GasA,Gd,N,FuseA,689,0,0,0,2,0,5,1,Gd,10,Typ,0,None,Unf,2,TA,TA,Y,0,60,268,0,0,0,7,2009,WD,Normal,214500,Detchd,1930.0,0.0,,11888.0,844.0,2134.0,441.0,1445.0
330,70,RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Shng,TA,TA,PConc,TA,TA,Mn,TA,0,Unf,0,596,GasA,TA,N,SBrkr,596,0,0,0,1,0,3,1,TA,6,Typ,0,None,Unf,1,Fa,Fa,N,0,0,137,0,0,0,7,2009,WD,Normal,78000,Detchd,1920.0,0.0,60.0,6402.0,596.0,1192.0,189.0,596.0
331,90,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,4,1964,1964,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,TA,40,Rec,264,1424,GasA,TA,Y,SBrkr,0,0,0,1,2,0,6,2,TA,10,Typ,0,None,Unf,1,TA,TA,Y,155,0,0,0,0,0,11,2007,WD,Normal,119000,Detchd,2002.0,84.0,,10624.0,1728.0,1728.0,352.0,1728.0
332,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1958,1992,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,846,Unf,0,210,GasA,Fa,Y,SBrkr,0,0,1,0,1,0,3,1,TA,6,Typ,0,None,RFn,1,TA,TA,Y,0,0,0,0,0,0,8,2007,WD,Normal,139000,Attchd,1958.0,0.0,70.0,8176.0,1056.0,1056.0,308.0,1056.0
333,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,1124,NoBasement,479,1603,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,7,Typ,1,Gd,RFn,3,TA,TA,Y,0,0,0,0,0,0,10,2009,WD,Normal,284000,Attchd,2003.0,296.0,85.0,10655.0,2154.1927632034713,1629.0,880.0,1629.0
334,120,RM,Pave,Reg,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Gd,720,Unf,0,638,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,2,1,Gd,6,Typ,1,Gd,RFn,2,TA,TA,Y,192,30,0,0,0,0,7,2008,WD,Normal,207000,Attchd,2004.0,146.0,59.0,8198.0,1358.0,1358.0,484.0,1358.0
335,60,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Gd,Gd,828,Unf,0,115,GasA,Gd,Y,SBrkr,695,0,1,0,2,1,3,1,TA,7,Typ,2,TA,Fin,2,TA,TA,Y,100,38,0,0,0,0,7,2008,WD,Normal,192000,Attchd,1998.0,0.0,59.0,9042.0,943.0,1638.0,472.0,943.0
336,190,RL,Grvl,IR1,HLS,AllPub,Corner,Sev,Timber,Norm,Norm,2fmCon,1.5Fin,5,6,1965,1965,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,Gd,TA,1249,BLQ,147,103,GasA,Ex,Y,SBrkr,167,0,2,0,2,0,3,1,TA,7,Typ,2,Gd,Fin,2,TA,TA,Y,670,0,0,0,0,700,8,2008,WD,Normal,228950,Attchd,1965.0,0.0,,35469.990413139654,1499.0,1786.0,529.0,1619.0
337,20,RL,Pave,IR1,HLS,AllPub,Corner,Gtl,StoneBr,Norm,Norm,1Fam,1Story,9,5,2005,2006,Hip,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Gd,Ex,1249,Unf,0,673,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,8,Typ,1,Gd,Fin,3,TA,TA,Y,178,51,0,0,0,0,7,2007,WD,Normal,377426,Attchd,2005.0,200.0,86.0,14157.0,1922.0,1922.0,676.0,1922.0
338,20,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2002,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,Gd,810,Unf,0,726,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,7,Typ,0,None,RFn,2,TA,TA,Y,192,74,0,0,0,0,12,2008,WD,Normal,214000,Attchd,2002.0,113.0,70.0,9135.0,1536.0,1536.0,532.0,1536.0
339,20,RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,7,1984,1998,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,CBlock,Gd,TA,Mn,Gd,213,Unf,0,995,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,8,Typ,0,None,RFn,2,TA,TA,Y,108,45,0,0,0,400,5,2006,WD,Normal,202500,Attchd,1984.0,0.0,91.0,14145.0,1208.0,1621.0,440.0,1621.0
340,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,7,1958,1998,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,Fa,No,TA,585,Unf,0,630,GasA,TA,Y,FuseA,0,0,0,0,1,0,3,1,TA,6,Typ,0,None,Unf,1,TA,TA,Y,0,0,0,0,234,0,6,2009,WD,Normal,155000,Attchd,1958.0,176.0,66.0,12400.0,1215.0,1215.0,297.0,1215.0
341,60,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,Gd,0,Unf,0,967,GasA,Ex,Y,SBrkr,915,0,0,0,2,1,4,1,Gd,9,Typ,0,None,Fin,2,TA,TA,Y,135,0,0,0,0,0,4,2010,WD,Normal,202900,Attchd,2002.0,0.0,85.0,14191.0,967.0,1908.0,431.0,993.0
342,20,RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,1Fam,1Story,4,4,1950,1950,Gable,CompShg,Wd Sdng,AsbShng,Fa,Fa,CBlock,TA,Fa,No,TA,0,Unf,0,721,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,2,1,TA,4,Typ,0,None,Unf,1,TA,TA,N,250,0,24,0,0,0,9,2009,WD,Normal,82000,CarPort,1950.0,0.0,60.0,8400.0,721.0,841.0,294.0,841.0
343,90,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,3,4,1949,1950,Gable,CompShg,Stucco,Stucco,TA,TA,Slab,NoBasement,NoBasement,NoBasement,NoBasement,0,NoBasement,0,0,Wall,Fa,N,FuseA,0,0,0,0,2,0,2,2,TA,6,Typ,0,None,Unf,2,TA,TA,Y,0,0,0,0,0,0,5,2006,WD,Normal,87500,Detchd,1949.0,340.0,,8544.0,0.0,1040.0,400.0,1040.0
344,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2005,2005,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,No,Ex,28,Unf,0,1656,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Ex,6,Typ,1,Ex,RFn,2,TA,TA,Y,495,72,0,0,0,0,7,2008,WD,Normal,266000,Attchd,2005.0,616.0,63.0,8849.0,1684.0,1684.0,564.0,1684.0
345,160,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,2Story,5,3,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,Gd,TA,No,Gd,129,BLQ,232,175,GasA,TA,Y,SBrkr,576,0,0,0,1,1,3,1,TA,4,Typ,0,None,Unf,1,TA,TA,Y,182,0,0,0,0,0,4,2010,WD,Normal,85000,Attchd,1976.0,0.0,36.0,2592.0,536.0,1112.0,336.0,536.0
346,50,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,TA,0,Unf,0,972,GasA,Gd,Y,SBrkr,605,0,0,0,1,0,3,1,Fa,6,Typ,1,Gd,Unf,1,TA,TA,Y,0,0,0,0,0,0,10,2006,WD,Normal,140200,Detchd,1939.0,0.0,65.0,6435.0,972.0,1577.0,312.0,972.0
347,20,RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,8,1960,1998,Hip,CompShg,MetalSd,MetalSd,TA,Gd,CBlock,TA,TA,Mn,TA,498,Unf,0,460,GasA,TA,Y,SBrkr,0,0,0,0,1,0,2,1,TA,5,Typ,0,None,RFn,1,TA,TA,Y,0,0,0,0,0,15500,4,2007,WD,Normal,151500,Attchd,1960.0,0.0,,12772.0,958.0,958.0,301.0,958.0
348,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,TA,1270,Unf,0,208,GasA,Ex,Y,FuseA,0,0,1,0,2,0,3,1,TA,6,Typ,2,Gd,Unf,2,TA,TA,Y,0,40,0,0,0,0,12,2009,WD,Normal,157500,Attchd,1960.0,30.0,,17600.0,1478.0,1478.0,498.0,1478.0
349,160,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2004,Gable,CompShg,VinylSd,Wd Shng,Gd,TA,PConc,Gd,TA,No,Gd,573,Unf,0,191,GasA,Ex,Y,SBrkr,862,0,1,0,2,1,2,1,Gd,6,Typ,0,None,RFn,2,TA,TA,Y,0,27,0,0,0,0,10,2008,WD,Normal,154000,BuiltIn,2003.0,106.0,36.0,2448.0,764.0,1626.0,474.0,764.0
350,60,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9,5,2005,2006,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,No,Ex,1410,Unf,0,438,GasA,Ex,Y,SBrkr,880,0,1,0,2,1,4,1,Ex,10,Typ,2,Ex,Fin,3,TA,TA,Y,0,0,0,0,0,0,4,2006,New,Partial,437154,Attchd,2006.0,870.0,56.0,20431.0,1848.0,2728.0,706.0,1848.0
351,120,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2007,2007,Hip,CompShg,MetalSd,MetalSd,Ex,TA,PConc,Ex,TA,No,Ex,0,Unf,0,1869,GasA,Ex,Y,SBrkr,0,0,0,0,2,0,2,1,Ex,6,Typ,1,Gd,RFn,2,TA,TA,Y,210,54,0,0,0,0,12,2007,New,Partial,318061,Attchd,2007.0,362.0,68.0,7820.0,1869.0,1869.0,617.0,1869.0
352,120,RL,Pave,IR1,Low,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,1Story,7,5,1986,1986,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,Gd,TA,Gd,Gd,1082,Unf,0,371,GasA,Gd,Y,SBrkr,0,0,1,0,1,1,2,1,Gd,6,Typ,1,TA,RFn,2,TA,TA,Y,0,80,0,0,184,0,12,2006,WD,Abnorml,190000,Attchd,1986.0,0.0,,5271.0,1453.0,1453.0,445.0,1453.0
353,50,RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,6,1941,1950,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,Fa,Mn,TA,236,Rec,380,0,GasA,TA,N,SBrkr,495,0,0,1,1,0,3,1,TA,5,Typ,0,None,Unf,1,TA,Fa,Y,48,0,0,0,0,0,3,2008,ConLw,Normal,95000,Detchd,1941.0,0.0,60.0,9084.0,616.0,1111.0,200.0,616.0
354,30,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,6,8,1928,2003,Gable,CompShg,VinylSd,VinylSd,TA,Gd,BrkTil,TA,TA,No,TA,0,Unf,0,624,GasA,Gd,Y,SBrkr,0,0,0,0,1,0,2,1,TA,5,Typ,0,None,Unf,2,TA,TA,Y,106,0,0,0,0,0,5,2010,WD,Normal,105900,Detchd,2005.0,0.0,60.0,8520.0,624.0,720.0,484.0,720.0
355,50,RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1940,2000,Gable,CompShg,Wd Sdng,MetalSd,TA,TA,CBlock,TA,TA,No,TA,388,Unf,0,552,GasA,Ex,Y,SBrkr,403,0,0,0,1,0,2,1,TA,6,Typ,2,Gd,Unf,1,TA,TA,Y,0,0,108,0,0,0,6,2006,WD,Normal,140000,Attchd,1940.0,0.0,60.0,8400.0,940.0,1595.0,240.0,1192.0
356,20,RL,Pave,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,Gd,Gd,PConc,Gd,Gd,No,Gd,334,BLQ,544,322,GasA,Ex,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,6,Typ,0,None,RFn,2,TA,TA,Y,0,26,0,0,0,0,8,2007,WD,Normal,177500,Attchd,1995.0,0.0,105.0,11249.0,1200.0,1200.0,521.0,1200.0
357,20,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,1Story,6,6,1992,1992,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,Gd,560,Unf,0,598,GasA,Gd,Y,SBrkr,0,0,1,0,2,0,3,1,Gd,6,Typ,0,None,RFn,2,TA,TA,Y,120,26,0,0,0,0,7,2009,WD,Normal,173000,Attchd,1992.0,106.0,,9248.0,1158.0,1167.0,400.0,1167.0
358,120,RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,TwnhsE,1Story,5,5,1976,1976,Gable,CompShg,CemntBd,CmentBd,TA,TA,PConc,Gd,TA,No,Gd,874,Unf,0,268,GasA,TA,Y,SBrkr,0,0,1,0,1,1,3,1,TA,6,Typ,1,Po,Fin,2,TA,TA,Y,536,90,0,0,0,0,8,2007,WD,Normal,134000,Attchd,1976.0,0.0,44.0,4224.0,1142.0,1142.0,528.0,1142.0
359,80,RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,SLvl,5,4,1958,1958,Hip,CompShg,Wd Sdng,ImStucc,TA,TA,CBlock,TA,TA,Av,TA,300,Rec,294,468,GasA,Ex,Y,FuseF,0,0,0,1,1,0,3,1,Gd,6,Min2,0,None,Unf,1,TA,TA,Y,168,0,294,0,0,0,7,2006,WD,Abnorml,130000,BuiltIn,1958.0,120.0,92.0,6930.0,1062.0,1352.0,288.0,1352.0
